date,time,source_mac,source_ip,source_port,dest_mac,dest_ip,dest_port,protocol,good,allowed
09/25/2018,18:17:21,ed:28:fa:82:b7:70:9e:d8,244.115.96.101,6746,2c:d6:91:6a:ac:e5:d9:db,121.204.80.245,5827,UDP,1,0
04/22/2018,05:53:21,a8:20:35:01:b9:94:13:05,136.3.220.235,28536,da:80:d0:2c:be:e2:e0:5a,53.203.172.36,45282,TCP,0,1
02/07/2018,17:22:21,12:31:00:d4:f0:c9:b3:74,141.202.1.220,51541,ec:b7:48:fd:ce:a9:39:f0,5.239.208.86,51839,TCP,0,1
10/26/2018,13:07:21,d7:74:ec:65:a1:e6:4f:f0,178.169.38.243,58661,3e:ad:99:bf:95:e0:2b:a8,209.121.238.94,8908,UDP,0,0
11/12/2018,18:27:21,ad:87:cf:21:b2:a6:89:5e,20.175.13.149,57755,8b:32:28:7f:8c:c7:b2:be,145.132.34.249,64271,UDP,0,1
11/04/2018,15:55:21,66:e6:25:96:89:3c:2c:e9,227.36.44.99,60472,35:95:62:e4:db:51:4b:c8,76.28.53.144,15834,UDP,0,1
03/18/2018,01:04:21,3b:fc:67:98:73:6a:4d:62,235.252.12.110,30125,23:e0:94:75:28:65:9e:0f,173.20.54.104,36623,TCP,1,0
07/15/2018,12:34:21,a8:8f:b0:4d:ab:99:bf:db,178.201.130.61,49651,f4:3c:ad:e6:b6:9c:ad:6e,92.242.156.31,56817,UDP,0,0
07/11/2018,14:41:21,0d:85:86:05:cc:ec:92:de,204.239.53.245,16005,39:e3:aa:5a:28:ba:3b:10,226.240.54.143,3349,TCP,1,0
08/24/2018,13:16:21,8f:fc:28:4f:08:89:80:5e,39.241.104.173,28557,aa:d6:41:5f:f3:e3:96:30,193.251.139.54,55511,TCP,0,1
03/12/2018,01:21:21,8c:7a:ea:5a:0d:0d:66:50,160.69.186.228,37644,aa:85:16:32:b6:fd:43:22,197.143.7.94,35135,TCP,0,1
09/17/2018,14:07:21,23:7e:d3:53:12:fc:96:d2,189.20.58.79,32463,7d:24:39:41:5f:27:24:65,30.39.179.197,13705,TCP,1,0
07/25/2018,21:31:21,e6:5a:99:07:a8:53:52:0f,115.105.231.201,45551,f5:1a:a8:be:2c:48:a3:78,235.4.241.69,26960,UDP,0,0
12/22/2018,21:38:21,8e:16:40:53:b3:0d:cd:15,186.108.120.9,47325,0e:c1:50:58:b6:66:7f:f5,153.93.85.188,61571,UDP,1,0
05/14/2018,17:43:21,10:ea:17:83:e3:4c:2b:61,167.206.127.245,51500,6a:45:c0:25:81:e9:3b:a2,147.145.132.19,25958,TCP,1,0
03/05/2018,11:37:21,f8:5b:ae:4e:f0:bf:66:e9,148.100.117.64,9164,08:36:e0:5f:ad:4b:84:ad,208.166.147.146,56442,TCP,1,1
09/02/2018,12:19:21,59:1e:f0:73:d8:4d:31:e0,45.37.178.50,56791,77:6d:00:ee:ba:80:18:b3,200.22.242.115,59076,TCP,0,1
10/11/2018,15:38:21,e1:b1:13:65:76:71:a1:5f,118.60.159.246,44197,e7:c4:8c:8b:29:24:9a:33,86.224.122.233,27424,TCP,1,0
02/12/2018,20:53:21,3b:e1:07:84:6b:7e:e0:21,198.195.76.113,18451,46:9d:81:e6:68:ad:d0:df,69.105.218.157,12576,UDP,0,0
07/04/2018,14:35:21,93:ed:ef:f7:f4:bf:d3:b1,134.19.94.29,20649,7c:28:7f:54:0a:99:56:e3,119.5.48.61,51947,TCP,0,0
04/17/2018,16:44:21,a8:a2:7e:d4:c3:f0:d1:ec,250.43.242.114,64952,db:70:92:12:4f:f6:1f:77,27.178.73.241,21739,TCP,1,1
08/24/2018,09:36:21,16:35:ec:16:a9:7e:9f:c6,31.56.84.168,51228,88:66:e8:58:8a:32:f3:2d,5.162.97.54,59695,TCP,0,0
06/11/2018,01:13:21,ef:c4:e8:78:c1:52:e3:f4,28.204.160.63,36591,74:59:21:5f:b5:59:1a:2f,155.163.28.198,20213,UDP,0,1
11/26/2018,08:29:21,71:96:7d:91:63:a8:76:af,175.230.33.54,13212,75:cf:ce:11:bb:87:2d:18,234.234.155.20,26447,TCP,1,0
09/03/2018,16:56:21,38:be:27:18:10:ac:f1:7a,242.23.237.210,30563,fc:9a:ae:92:24:71:7c:58,100.163.128.143,32428,UDP,0,0
08/25/2018,18:30:21,b5:7c:73:09:5b:b6:7b:16,199.42.158.82,21702,42:e1:be:41:f2:95:74:af,51.33.199.138,21303,TCP,1,1
04/04/2018,03:38:21,c9:2f:0d:c8:9c:38:37:e2,48.245.139.94,5715,0a:79:bb:c3:a7:62:22:2e,187.100.214.163,51402,UDP,0,1
08/17/2018,18:07:22,30:9a:40:da:04:4e:ec:1a,119.26.169.73,15584,e9:9d:52:50:aa:13:e1:99,198.50.202.86,32459,TCP,0,1
11/19/2018,00:51:22,fc:35:ac:d8:d8:32:4b:76,51.217.120.24,43333,0a:33:02:d2:89:f1:01:ff,66.253.105.100,17947,TCP,1,1
11/07/2018,05:11:22,5c:c5:93:bc:2e:39:f5:8f,159.224.85.92,12309,59:46:03:10:40:78:88:0c,47.50.235.39,9827,TCP,0,0
07/30/2018,03:42:22,e3:e9:ac:d7:b8:5f:b4:58,200.105.137.195,33432,aa:15:2e:a7:33:d6:47:3c,178.92.178.141,44246,UDP,0,0
11/17/2018,04:28:22,ef:c9:16:58:38:b9:8d:32,220.180.89.185,64209,b5:21:7b:fd:19:c1:b5:b6,144.76.165.44,667,TCP,0,1
06/08/2018,01:17:22,d5:a7:4f:ff:0c:19:19:50,23.232.249.211,40139,01:13:82:cf:79:06:16:c8,156.61.56.126,49464,TCP,0,1
11/22/2018,22:28:22,b5:61:9f:58:29:93:0c:a8,210.148.126.177,21257,61:d3:ab:80:5b:a3:55:7a,57.82.233.172,53297,TCP,0,0
11/24/2018,16:41:22,08:11:7a:cd:a4:34:54:d5,144.213.122.56,426,50:94:f9:d3:f7:40:fd:64,246.182.139.139,2260,UDP,1,0
08/29/2018,03:16:22,f8:cc:be:91:b7:54:32:7c,150.102.4.127,60897,b5:dc:1a:b5:35:73:40:ff,82.224.251.229,45027,UDP,1,0
02/23/2018,12:26:22,67:c7:08:9a:29:94:4d:65,60.135.246.49,63652,00:e0:01:bb:09:0b:ef:f3,2.178.1.169,57566,UDP,0,0
12/28/2018,12:56:22,80:fd:ad:52:52:db:61:c3,186.11.176.149,55914,e2:70:f1:ca:a9:ef:20:09,206.19.53.97,5221,TCP,0,0
02/21/2018,03:28:22,2a:05:a1:e4:56:ad:61:87,60.220.211.94,51359,07:1b:70:49:6c:93:6a:f4,243.134.174.109,22553,UDP,1,0
03/11/2018,16:08:22,63:42:23:fb:d3:c0:4d:55,35.20.101.33,17020,de:cb:5c:6c:1e:85:36:31,92.111.162.231,17322,UDP,0,0
08/14/2018,07:24:22,1e:68:74:e2:60:3d:db:91,206.233.84.133,3590,c6:e3:8c:d0:31:ae:36:89,145.205.134.49,8672,UDP,0,0
10/26/2018,22:58:22,d8:c4:a1:c1:d6:7c:bc:0c,120.111.224.242,4797,42:c9:7a:78:fb:4d:0c:d2,120.94.235.197,19422,TCP,0,0
05/03/2018,16:44:22,2e:78:79:99:e0:55:97:39,116.36.247.13,14638,4c:d3:42:d8:e7:39:51:95,20.108.157.224,4753,UDP,0,1
09/19/2018,09:27:22,32:c8:c0:21:91:52:4d:04,244.6.73.215,12741,0b:bd:96:b8:68:67:f2:cf,126.97.97.232,22189,UDP,0,0
11/17/2018,14:10:22,cf:fe:e5:a2:a6:f9:10:22,16.143.126.114,19595,9d:a7:b6:11:e7:af:e0:06,249.226.67.251,41460,UDP,1,0
09/20/2018,14:03:22,2d:23:b3:93:25:ab:cc:d9,221.47.147.100,64902,56:07:f2:f7:e2:b5:18:93,167.43.103.181,18872,UDP,1,1
06/16/2018,17:37:22,ca:df:bd:3e:48:d3:e9:dc,156.199.110.197,10840,71:99:8d:3f:e8:ef:c3:9d,251.167.153.1,52844,UDP,1,0
10/26/2018,19:09:22,6a:53:b8:6b:b5:62:cc:af,104.200.241.44,16877,cb:55:62:fc:19:84:b4:f4,25.55.155.89,21105,TCP,1,1
09/20/2018,06:43:22,9f:29:c4:d9:bd:5b:5c:65,240.123.30.39,62011,af:4a:00:a8:73:be:ba:a3,73.13.135.128,65391,UDP,0,0
02/23/2018,13:21:22,c7:80:25:3a:a4:a1:c7:7e,159.4.33.109,57643,a0:e9:30:c7:65:05:80:46,160.209.180.236,42192,UDP,0,0
03/02/2018,20:53:22,1f:5e:c4:56:c3:e5:82:36,98.71.191.57,29218,7e:65:82:e3:b4:7a:aa:6b,241.81.203.190,5024,UDP,0,1
03/22/2018,03:39:22,f7:2c:64:54:7b:ce:f8:ad,53.174.58.242,14595,32:ca:64:52:91:66:c9:df,177.159.54.116,50502,UDP,0,1
04/11/2018,06:17:22,03:f1:b8:43:bb:a3:6c:65,119.32.87.149,46658,18:3c:7d:04:15:05:c1:fa,18.151.242.129,41796,UDP,0,1
02/17/2018,17:34:22,fb:02:12:b9:dc:d2:65:f2,122.208.109.27,58777,30:e3:d6:a7:e2:b9:ef:78,177.225.213.218,37833,TCP,1,1
12/16/2018,13:35:22,d7:ba:cf:2f:d4:c9:b9:b0,59.13.42.107,38345,55:33:53:9b:a9:ec:57:d4,147.148.220.159,15431,UDP,0,0
04/29/2018,02:36:22,b8:42:eb:a1:01:9c:21:43,5.164.141.159,47865,dc:06:3f:91:ec:e7:81:dc,112.70.112.219,29776,UDP,0,0
02/09/2018,05:49:22,75:79:68:b0:91:73:43:c7,149.245.90.249,19711,65:3b:c4:96:d8:f0:f9:6e,182.227.111.224,42785,TCP,1,0
06/16/2018,13:49:22,e9:ab:dd:71:8a:b7:0f:89,101.142.12.240,17580,b7:9a:76:c1:3b:b8:61:fd,162.170.127.138,16569,UDP,1,0
02/04/2018,20:16:22,3d:5c:c0:a1:5b:3b:db:97,76.205.206.223,1110,64:48:f4:6d:5b:83:b7:b2,112.38.143.61,52283,UDP,0,0
05/05/2018,09:56:22,aa:84:2a:ba:fa:8b:1c:40,77.75.135.236,53383,ac:c4:39:29:0b:c7:6c:00,169.15.69.192,16710,UDP,0,0
09/18/2018,22:14:22,66:ab:43:20:47:ef:5a:7b,16.11.81.245,20191,70:d9:ab:b4:ca:2c:80:bc,94.228.122.192,17804,TCP,1,1
08/30/2018,12:05:22,97:3a:4c:7c:ba:7a:4b:56,76.124.135.209,21025,50:b0:73:72:93:6b:17:57,216.60.27.240,59073,UDP,1,1
03/12/2018,17:38:22,84:ba:10:7b:26:55:13:20,115.237.216.62,43502,2b:95:67:8e:df:b8:3c:3a,248.153.239.78,63306,TCP,0,0
04/16/2018,04:25:22,92:ce:e8:91:81:28:5c:06,103.199.252.52,46861,28:18:1f:f4:f5:fa:8c:b9,14.253.52.33,40748,UDP,1,1
08/08/2018,11:41:22,c6:83:ef:af:01:97:48:fa,138.72.71.194,12175,52:55:37:de:a1:36:54:91,84.211.254.179,4764,TCP,0,1
06/18/2018,07:55:22,4b:85:4f:c7:05:12:01:d4,134.198.91.66,54508,0e:4f:d3:7b:3e:26:8d:09,102.148.9.26,11617,UDP,0,1
07/24/2018,10:21:22,71:2d:1e:55:e0:ed:16:39,123.13.22.135,25822,51:cd:ff:d0:a8:2c:69:60,99.239.243.13,15378,TCP,1,1
12/17/2018,21:16:22,ac:d7:b3:4d:67:b9:3d:11,68.72.171.111,10709,e9:60:0c:63:f2:83:43:16,188.9.224.105,49976,UDP,0,1
05/20/2018,13:50:22,84:02:fe:c9:09:06:77:c7,231.60.140.59,60091,48:71:8c:b9:59:2c:ea:d3,239.68.252.48,54119,TCP,0,0
07/16/2018,06:16:22,30:18:1f:5c:3e:30:38:ec,200.193.5.9,13738,22:25:6e:00:2d:b8:b0:db,250.15.25.175,3487,TCP,0,1
03/04/2018,13:03:22,57:bd:42:8f:15:9a:25:c1,17.218.180.131,28455,90:c1:5f:61:d6:a5:62:db,219.114.94.135,18510,UDP,0,0
11/05/2018,01:11:22,ca:ce:db:2d:0f:f7:fd:1b,231.99.252.58,4006,9b:d0:85:db:86:54:f0:e7,44.161.194.170,50606,UDP,1,1
03/26/2018,08:24:22,6c:b4:3e:db:21:ab:85:72,244.207.66.198,11245,35:2d:d4:13:67:53:8f:25,49.167.159.132,35733,UDP,1,1
02/10/2018,04:21:22,6d:91:72:01:17:ef:29:e4,91.134.244.254,18120,c3:cc:9f:73:82:24:3c:23,157.141.14.213,10017,TCP,0,0
04/07/2018,14:26:22,c8:df:76:12:5c:e4:08:8e,233.108.159.14,55443,6c:91:fb:ec:d1:f5:4b:29,16.232.132.100,27950,UDP,0,0
02/11/2018,11:02:22,21:54:80:83:99:34:66:d0,188.162.38.49,43159,93:ca:d1:6d:cf:4a:44:48,84.34.181.230,40315,UDP,0,0
08/26/2018,04:02:22,69:ac:bc:1f:3f:a7:f3:e8,161.180.241.203,20012,0a:3d:d7:ef:5d:43:11:e0,113.133.141.41,1779,UDP,0,1
07/12/2018,14:49:22,59:aa:11:38:2c:e0:d7:1f,108.203.38.238,29639,7f:bd:0c:dc:2d:b0:87:0c,213.58.121.16,61808,TCP,1,1
04/28/2018,09:16:22,68:30:2f:aa:47:77:8d:c3,254.187.237.65,2518,8b:06:79:d9:9a:8a:15:3e,94.63.131.41,42568,UDP,1,0
08/12/2018,22:34:22,cf:e7:52:73:95:25:a7:0e,72.9.173.16,38377,5c:2f:3f:62:eb:be:28:f5,177.243.121.28,18405,UDP,1,0
09/20/2018,10:34:22,2e:aa:c9:de:8e:70:18:77,160.38.240.88,59341,b1:c4:65:42:d2:5d:b7:8a,234.183.95.120,19748,TCP,1,1
05/08/2018,21:47:22,ba:44:e4:02:b1:f9:42:e0,185.123.153.68,15169,fb:83:4a:65:81:e2:2a:1a,1.198.226.242,63946,TCP,0,0
06/15/2018,00:18:22,af:f2:8d:e8:4d:18:b6:1a,111.62.247.101,27596,24:05:51:0f:8e:75:7b:66,66.176.203.241,57819,TCP,1,0
08/26/2018,10:17:22,94:43:4c:bb:7f:ef:fc:cf,40.245.146.184,52407,4a:58:88:94:1e:3d:2c:d2,165.50.235.15,29180,UDP,0,0
04/01/2018,19:13:22,74:6e:b8:21:6e:9b:ad:ce,204.224.185.233,10146,65:fb:96:56:a0:d9:f9:1f,163.202.42.194,48413,TCP,0,1
11/07/2018,13:31:22,ab:5c:fc:88:e4:e9:cb:9f,40.120.116.63,9733,26:f7:f2:91:c9:95:8f:32,109.109.240.182,48133,TCP,1,1
09/18/2018,05:57:23,54:71:5f:f1:db:1f:54:d8,151.81.130.111,26883,3f:bd:fe:47:28:3e:47:e9,216.24.114.42,6841,UDP,1,1
09/10/2018,13:07:23,d1:75:39:89:63:a4:90:f1,109.88.250.15,46802,b5:9d:10:31:85:71:30:7d,86.208.43.234,44957,UDP,1,0
02/26/2018,13:35:23,9f:47:31:38:ee:49:9e:94,186.236.229.26,48937,da:12:52:43:84:02:b4:3b,1.62.14.103,26808,TCP,0,1
09/10/2018,04:51:23,bc:74:95:85:79:c6:b1:16,191.72.156.230,28386,f2:a4:57:33:26:20:e5:ee,139.97.172.66,34941,UDP,1,1
06/21/2018,04:27:23,94:6f:83:cb:6b:69:7d:65,143.38.1.16,6850,18:c9:78:00:53:ce:01:73,178.221.41.233,41928,TCP,0,1
05/01/2018,12:41:23,95:a9:d1:f7:e5:8b:1a:f8,71.171.7.201,54389,b0:d3:8e:ee:dd:74:8c:92,51.190.92.85,28337,TCP,0,0
12/08/2018,17:29:23,65:be:8b:8e:29:93:5f:84,182.48.34.99,36912,de:2f:a4:32:3d:9c:e7:86,1.44.138.230,16088,TCP,0,0
07/10/2018,21:07:23,ce:34:2b:02:43:c1:21:ab,231.89.92.142,47486,e6:71:8b:88:cb:f9:42:02,75.45.206.161,25948,TCP,0,1
07/15/2018,17:09:23,bb:b1:e0:6e:ff:6c:b0:02,76.186.29.29,48018,00:06:e8:53:b2:3d:59:87,29.24.5.198,41802,TCP,0,1
03/22/2018,15:46:23,25:23:cf:d0:fe:93:d3:00,17.180.156.114,23907,f2:f2:45:af:4f:c8:04:e9,65.117.48.197,65198,TCP,1,0
06/20/2018,06:07:23,92:28:6d:56:97:95:0c:ca,150.176.41.86,64055,a0:0d:87:fe:32:d2:77:4a,44.174.187.118,18849,TCP,0,1
09/10/2018,18:49:23,aa:22:13:f1:31:03:a5:37,106.242.130.62,25294,ef:7a:55:0e:da:6d:30:08,203.44.110.66,16675,TCP,1,0
10/11/2018,05:18:23,e3:33:3e:c5:5d:25:d5:f8,211.218.48.89,32946,a2:b3:22:b9:25:6c:61:53,172.218.74.137,39384,TCP,0,0
11/26/2018,11:07:23,e0:a7:21:b4:75:f3:8b:86,117.224.108.195,59823,e6:12:a1:24:d4:18:1b:a8,219.78.185.231,22286,TCP,1,0
08/27/2018,20:14:23,2a:e5:5c:c2:71:59:a8:04,128.192.68.133,55311,7e:3a:19:52:6a:c0:45:1f,16.20.131.168,16751,UDP,0,1
06/07/2018,08:21:23,d2:3a:b3:71:e7:60:4e:e8,170.68.1.250,61253,dd:92:7f:40:e6:06:4f:35,88.51.78.26,29786,TCP,0,0
06/13/2018,19:20:23,fa:65:db:27:7f:43:2a:9f,122.107.226.149,49724,70:94:00:ac:dd:e2:ea:13,206.87.155.124,54525,TCP,0,1
03/10/2018,12:47:23,01:6f:d3:73:b7:48:d9:4a,254.245.170.71,32531,00:e9:f0:bc:d9:20:0b:22,218.217.220.190,22360,TCP,0,0
08/17/2018,15:56:23,d9:3f:d7:a3:e3:30:e9:cb,134.120.33.26,44099,f5:70:37:01:2a:e4:6b:56,33.93.114.169,14258,UDP,1,0
12/07/2018,12:30:23,5d:cd:7a:41:0d:ee:d1:c3,59.176.32.236,12164,cb:d9:2b:54:9f:b5:e5:ec,148.23.209.199,59517,TCP,0,0
05/06/2018,16:37:23,a9:17:82:c6:18:a5:6f:f3,145.104.95.164,20552,85:4a:76:5c:8b:6c:c2:75,184.199.250.177,19180,TCP,0,1
09/02/2018,21:39:23,4c:b9:a0:0e:94:21:66:66,67.102.239.167,56622,00:7b:d5:74:ad:a3:99:ad,251.70.160.171,41170,UDP,1,0
05/26/2018,07:41:23,b6:61:21:7e:8e:be:31:50,250.106.172.17,8672,d2:da:a6:f6:61:50:d5:9c,176.10.27.148,6864,UDP,0,1
10/14/2018,22:14:23,b5:09:0e:03:27:0e:20:12,143.20.13.172,51627,5e:3e:1e:70:bf:6e:9a:67,184.254.160.131,57904,UDP,0,1
04/04/2018,03:37:23,79:ad:e7:84:b4:50:b8:ab,136.94.225.185,44933,6b:2a:ff:9e:c7:16:cd:93,49.235.83.78,8503,TCP,0,1
05/27/2018,06:04:23,55:d5:08:88:50:00:77:fc,219.19.15.110,29955,eb:65:58:50:34:08:21:94,242.100.87.124,62991,TCP,0,1
04/21/2018,05:41:23,5f:bf:bd:6b:8e:92:cf:1a,28.24.132.102,50175,62:d9:ec:85:3d:fc:d6:ac,170.46.249.128,14694,TCP,0,1
03/21/2018,20:57:23,86:fe:8e:d2:07:16:34:ad,51.220.122.69,8571,16:08:b8:66:f7:01:41:57,225.59.16.177,60752,UDP,1,1
08/07/2018,22:05:23,9f:c5:3c:0d:38:aa:2c:f7,91.113.112.3,64173,64:01:30:79:c8:4f:f5:75,26.184.93.89,4374,TCP,1,0
12/26/2018,20:13:23,6b:0f:d5:71:ee:a3:d3:26,146.173.160.118,56621,45:59:e8:ed:18:d1:85:89,31.151.229.24,19375,UDP,1,1
02/21/2018,07:26:23,f9:28:27:17:6b:59:44:cc,112.77.159.121,64529,3c:4f:c8:7f:52:78:f6:73,155.113.121.253,15491,UDP,0,0
09/09/2018,10:54:23,58:f5:53:b8:db:43:70:e0,96.120.51.244,21498,4c:8a:44:5f:b5:23:24:96,139.220.57.252,30704,TCP,1,0
04/23/2018,09:14:23,ac:94:b0:16:2b:96:11:0b,254.43.92.109,36254,ee:0a:3d:13:9e:ac:c7:51,154.148.39.243,32782,TCP,1,0
09/16/2018,20:20:23,69:b1:fe:65:d6:ef:a8:a6,212.90.1.110,24868,4e:27:fa:4f:8d:0d:36:68,233.34.129.122,32143,TCP,0,0
12/15/2018,12:22:23,33:89:f1:f7:35:be:f0:5c,63.77.92.29,5434,4d:17:0d:91:0b:4a:2f:9a,81.44.42.67,33515,TCP,1,1
12/24/2018,10:26:23,4d:fe:69:18:b6:b8:a3:46,23.202.91.226,11453,e2:a7:0d:60:35:ac:b5:91,148.169.37.184,1956,TCP,1,1
03/17/2018,00:25:23,18:55:b3:08:0d:d3:20:13,165.99.116.228,59377,fd:5c:08:ac:27:df:49:1c,3.73.161.211,25348,TCP,0,1
06/21/2018,22:23:23,13:1a:5c:78:c6:ef:08:65,191.57.35.105,3022,81:41:33:6c:68:8a:2c:dd,77.92.216.235,10645,UDP,0,0
12/12/2018,22:30:23,de:23:19:16:ba:aa:25:c8,2.142.112.155,63696,f4:ba:fb:ec:b9:ee:7c:c8,187.50.90.74,46896,TCP,0,1
10/04/2018,17:13:23,9d:a4:c2:95:02:71:2f:cb,195.197.217.143,46437,e0:76:82:d8:c6:ea:07:7b,57.93.217.107,53961,TCP,0,1
05/27/2018,02:12:23,0b:d5:73:19:94:3e:db:5c,193.53.10.161,4343,95:d0:00:d1:e6:72:01:21,22.93.144.36,48744,TCP,0,1
04/11/2018,11:31:24,ed:eb:3b:a0:7e:a3:e0:64,190.125.94.90,42869,42:9f:6f:bc:84:8b:0b:79,92.210.36.158,43280,UDP,1,1
05/13/2018,21:49:24,de:2f:bd:3e:12:a1:dd:d7,158.214.179.218,42121,24:ba:5b:85:51:e8:c8:22,129.192.169.209,65049,TCP,1,1
08/30/2018,00:21:24,b5:95:5b:c3:41:73:46:47,18.110.234.229,41640,10:66:c9:07:cf:44:fd:cb,193.11.127.179,23031,TCP,0,0
04/22/2018,04:06:24,1f:9d:6d:56:56:fe:9f:f7,39.165.66.179,40018,1a:94:8f:2b:46:38:e7:2f,9.18.172.17,11206,UDP,1,0
02/16/2018,22:27:24,d8:39:41:aa:84:a1:d4:14,252.57.62.221,1795,22:87:07:90:e2:93:a3:b7,4.26.51.212,28437,TCP,1,1
05/14/2018,11:09:24,9a:e6:5c:1d:16:12:ab:ef,212.129.115.104,26512,a0:9b:51:4f:1c:65:ff:7a,41.237.251.12,27443,TCP,0,1
07/20/2018,16:58:24,cd:1c:22:cb:35:47:c8:45,158.51.152.49,7503,a5:92:87:e4:88:d0:4f:54,166.109.245.203,49671,TCP,0,1
05/06/2018,16:08:24,45:68:04:35:4b:05:03:89,212.70.95.50,29368,99:6d:8c:ce:31:3a:52:b2,145.164.138.45,16963,UDP,1,0
10/13/2018,12:13:24,63:70:91:d5:96:13:02:9e,70.253.93.148,43005,64:dc:98:ab:b6:56:5c:e4,45.46.14.116,8935,UDP,1,1
03/05/2018,04:58:24,60:5e:e8:51:64:3a:5e:b3,88.250.217.195,3620,18:70:91:3c:4b:c0:98:ba,213.45.82.178,4036,TCP,1,0
05/18/2018,09:14:24,76:fc:98:c8:06:88:07:cf,11.97.161.21,7076,c8:5f:8b:99:3f:f0:a9:ab,32.37.96.161,16350,UDP,1,1
12/07/2018,01:48:24,ac:09:93:22:d4:8d:fc:40,75.36.50.170,27493,23:52:a0:da:3c:d4:46:d9,93.132.185.90,61062,TCP,0,1
08/28/2018,05:11:24,00:6e:8a:b9:53:d1:53:05,196.116.116.116,59011,b8:17:9a:95:2e:c0:cc:8b,62.149.77.245,51803,UDP,0,0
07/18/2018,14:03:24,a3:51:03:2a:94:92:ce:f5,35.45.15.46,16536,56:56:7d:24:8f:c2:93:78,147.154.192.113,26773,TCP,0,1
08/19/2018,01:57:24,35:a3:b3:fe:5a:bc:ec:63,164.174.200.162,4559,33:f5:17:27:fe:04:8a:36,18.132.212.135,61477,TCP,1,1
06/21/2018,02:44:24,99:62:ea:53:8e:7a:20:fa,189.137.250.90,27847,ca:9e:30:11:71:d2:f9:0d,171.43.83.118,39028,UDP,1,0
10/05/2018,01:07:24,42:75:80:3e:91:3e:11:fd,96.77.247.170,22430,74:01:92:f2:ce:d7:ee:85,48.63.249.4,37746,TCP,0,1
12/14/2018,10:33:24,bb:74:c5:5f:2b:c5:65:90,38.51.34.247,13280,5c:82:8e:00:c2:b7:77:7e,77.110.77.231,15125,TCP,0,1
05/03/2018,08:43:24,0e:17:2c:6c:0b:31:16:6b,107.210.140.24,31892,df:d6:dc:7a:21:de:2a:5d,198.130.35.48,48023,UDP,0,0
10/19/2018,06:07:24,f4:ab:7a:33:0f:89:03:a1,213.213.89.226,43369,a2:09:f9:21:5f:08:33:88,119.79.157.225,17327,TCP,1,0
02/25/2018,22:11:24,d5:d4:db:48:18:3e:97:ca,192.179.174.128,44623,90:07:56:b5:2b:e7:00:48,23.138.169.15,37355,TCP,1,0
10/26/2018,15:26:24,f2:e9:a3:1c:da:e7:5f:33,184.240.125.128,4770,1a:4d:b7:85:2a:19:14:7d,200.74.243.216,30861,UDP,0,1
06/24/2018,06:51:24,1b:f2:e4:4d:a2:71:77:59,155.37.123.180,61505,5a:0e:af:ce:4c:90:d0:4c,216.16.71.252,12024,TCP,1,0
08/04/2018,18:48:24,ff:69:3a:04:17:1f:c2:bd,166.127.76.25,19526,ea:65:c9:93:72:4a:82:b5,137.135.110.86,39384,UDP,1,1
02/08/2018,16:21:24,63:4b:ac:ce:71:93:88:fd,100.88.53.241,28961,d8:96:01:4b:75:c4:75:73,41.215.153.204,30506,TCP,1,1
12/20/2018,20:53:24,dd:98:d3:ff:6a:fb:92:46,42.140.234.222,34681,86:b5:b3:26:2f:64:98:b1,203.103.85.96,60365,TCP,1,1
09/26/2018,17:05:24,62:94:31:ab:e7:7d:15:b4,86.169.95.115,7657,6d:de:90:e5:75:69:5f:0d,143.252.148.179,29994,UDP,1,0
03/25/2018,19:48:24,86:cf:00:da:d9:88:f3:e7,187.70.213.219,7975,75:c5:4d:3e:a3:7d:a2:d9,233.205.186.70,21377,UDP,0,0
04/06/2018,18:55:24,3f:94:e5:90:17:bb:82:15,35.196.104.194,37332,16:48:9d:0b:b9:bf:2b:19,108.17.4.173,65261,TCP,0,1
06/14/2018,07:50:24,7b:ea:86:7d:a3:41:33:ff,120.24.189.246,57550,3e:b4:be:32:ca:bb:85:64,205.225.53.98,17484,TCP,0,1
02/12/2018,08:25:24,70:ea:23:2d:72:11:73:d3,24.125.87.221,48262,88:c5:df:ff:94:51:42:ed,190.111.109.91,45426,TCP,1,1
07/18/2018,17:21:24,c1:80:9d:2a:bc:aa:20:14,30.254.144.50,7612,d4:16:66:49:cf:f8:45:2e,216.211.158.28,61804,UDP,1,1
09/02/2018,16:16:24,aa:31:6e:95:8a:d9:d8:12,171.77.78.65,8276,8f:34:14:62:bc:10:4c:9f,49.91.227.60,1390,TCP,0,1
11/04/2018,00:46:24,75:62:e1:28:e5:29:86:25,19.54.250.20,2229,99:b6:e1:54:fb:11:04:a6,137.188.172.28,12513,UDP,0,0
11/09/2018,18:22:24,7f:5b:10:a4:6f:3a:3d:b6,236.212.35.195,54040,fb:98:e9:b2:0d:c0:d7:a4,207.165.250.165,50773,UDP,0,1
11/04/2018,01:16:24,80:1e:f0:fb:eb:40:e0:6c,184.35.58.251,2798,10:4f:45:47:4d:7c:45:4b,97.91.36.16,17940,TCP,0,1
02/13/2018,17:14:24,bf:47:e3:e1:41:05:c3:9d,32.230.157.97,14362,6c:57:5a:99:85:52:2d:62,184.100.135.118,14407,TCP,0,1
09/09/2018,04:16:24,21:de:a1:7e:ff:10:33:43,211.66.37.19,59497,95:27:a6:2b:96:75:8f:be,69.163.30.100,46182,UDP,1,1
11/10/2018,11:32:24,b4:18:0a:84:52:3f:6f:e2,88.114.102.137,38359,ad:36:90:8e:72:4b:f5:e5,60.5.185.158,63435,TCP,0,1
